PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00Or5,r2qkbnr/pp5p/8/4Nb2/3p4/1QN5/PP2PPPP/R3KB1R b KQkq - 1 12,d4c3 b3f7,1462,89,56,235,mate mateIn1 oneMove opening,https://lichess.org/29LGsamW/black#23,Slav_Defense Slav_Defense_Other_variations
00Ozz,3kRr2/3n1B1p/2pP4/p1n5/Ppp5/8/1P3PPP/4R1K1 b - - 8 32,f8e8 e1e8,868,100,84,192,endgame mate mateIn1 oneMove,https://lichess.org/gO3w1uZJ/black#63,
00P6j,r2n2k1/1bRq1rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 b - - 0 20,d7c7 e4e8 f7f8 e8f8,1352,75,84,536,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vBpR18cI/black#39,
00P7n,r4rk1/p1p1R1pp/2p2p2/5P2/6Q1/1P5P/q5PK/8 b - - 1 30,a2b3 g4g7,1465,456,71,6,endgame mate mateIn1 oneMove,https://lichess.org/bFrOMLOq/black#59,
00Pbs,3r1rk1/Q3qppp/8/1ppb4/2Pn1B1n/2N3P1/PP3P2/R2R1K2 w - - 0 21,a7e7 d5g2 f1e1 h4f3,2076,76,83,163,mate mateIn2 middlegame short,https://lichess.org/fA2DSaPB#40,
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1433,75,94,1369,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CtrEbVZV/black#33,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
00PvX,8/n7/P7/3k4/PK6/7P/5PP1/8 w - - 0 53,b4a5 d5c5 f2f3 a7c6,1648,75,86,237,endgame knightEndgame mate mateIn2 short,https://lichess.org/tH6dRFcZ#104,
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,934,89,94,186,endgame long mate mateIn3,https://lichess.org/VyUHT6ng/black#55,
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,949,82,93,138,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/I3LnvYRW#60,
00QY3,2k3r1/pp5p/4p3/2p2p2/2P5/P4P1q/1PQ1RR1b/7K w - - 0 32,f2h2 h3f1,1055,76,88,279,endgame master mate mateIn1 oneMove,https://lichess.org/Ip4qQXo1#62,
00QZ3,r1bq3r/ppppnkpp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R b KQ - 1 9,f7f8 d1f3 f8e8 f3f7,1173,79,91,1490,mate mateIn2 opening short,https://lichess.org/PiCJ1gmH/black#17,Scotch_Game Scotch_Game_Scotch_Gambit
00QZV,r1bk4/pppp3p/2n5/2b1prN1/8/1B6/PPPP2PP/RNB2RK1 w - - 1 14,g1h1 f5f1,600,88,33,61,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/0CTltFgg#26,Italian_Game Italian_Game_Two_Knights_Defense
00R0m,8/4k2p/Q1p1p3/p2pP1r1/q7/P6P/1P3PK1/2R2R2 w - - 1 28,g2f3 a4e4,1356,98,38,25,endgame mate mateIn1 oneMove,https://lichess.org/qcC85YJl#54,
00RYH,1k5r/ppp1R2p/3r1p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 b - - 5 26,d6a6 e7e8 h8e8 e1e8,1031,81,89,113,backRankMate endgame mate mateIn2 short,https://lichess.org/qGI2u50w/black#51,
00RoG,2kr2nr/pp2nppp/2pp4/2b2PP1/4NPq1/3B1R2/PPP4P/R2QB2K w - - 5 18,h2h3 g4g1,1052,83,93,612,mate mateIn1 oneMove opening,https://lichess.org/rOjlXCXv#34,Scotch_Game Scotch_Game_Other_variations
00Ru6,3r1r2/p5kp/1p4pP/2p5/2PbBQ2/2q5/P1P1K3/5R2 b - - 0 34,g7h8 f4f8 d8f8 f1f8,938,82,80,68,mate mateIn2 middlegame short,https://lichess.org/SA1K2pZD/black#67,
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,1976,74,94,10046,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#38,
00S5q,r4rk1/pbp1n1pp/1p1p4/3Pp1N1/2B4P/2PQ4/PP3qP1/R2K3R b - - 1 17,f2g2 d3h7,989,163,90,16,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CwLT7XOm/black#33,Dutch_Defense Dutch_Defense_Raphael_Variation
00SLR,rnbqk1nr/ppppbppp/4p3/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,g2g4 e7h4 f3h4 d8h4,758,107,94,425,mate mateIn2 opening short,https://lichess.org/jqepvLa0#4,Bird_Opening Bird_Opening_Other_variations
00SMl,r4rk1/ppp2pn1/2np4/q2N4/3PP3/5P2/PPP5/1K1R1B1R b - - 2 18,c6b4 d5f6,810,85,97,855,mate mateIn1 middlegame oneMove,https://lichess.org/vYCG7ony/black#35,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
00SOy,6k1/6b1/p1r1p2p/1pN4r/3P3q/2P2Q2/P4PP1/1R2R1K1 w - - 2 31,f3c6 h4h1,542,82,97,502,mate mateIn1 middlegame oneMove,https://lichess.org/nkJegacG#60,
00STy,8/1R5R/4kpp1/4p3/4P2K/5P1P/r7/6r1 b - - 10 40,a2h2 b7b6,1582,81,81,572,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/yc8Ey5PU/black#79,
00SeK,7k/pp5p/4r1pP/5pP1/3Q1n2/P1P5/KP6/5q2 b - - 1 35,h8g8 d4g7,1005,182,89,25,endgame mate mateIn1 oneMove,https://lichess.org/GRpzFRNZ/black#69,
00SfT,r4rk1/pb2ppb1/1q6/6PQ/8/2NP1N2/PPnK1PP1/R6R b - - 1 16,c2a1 h5h7,1133,80,93,881,mate mateIn1 middlegame oneMove,https://lichess.org/5y0Ha2gI/black#31,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,1019,75,90,810,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mJ2prRw1#58,
00T85,8/8/8/8/8/4K3/1k3Q2/1q6 b - - 5 53,b2c1 f2d2,922,76,97,1120,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/j3dOR5SJ/black#105,
00TQf,4r1k1/p1R1n2p/4N3/5rK1/8/6PP/P3R3/8 w - - 3 46,g5g4 h7h5 g4h4 e7g6,1334,75,97,519,endgame mate mateIn2 short,https://lichess.org/aPLWBAFg#90,
00TRo,5q1k/2r3p1/1p2p2b/3p2NQ/3P4/1p6/5R2/6K1 b - - 1 38,f8b4 h5e8 b4f8 f2f8,1616,75,94,3356,endgame mate mateIn2 short,https://lichess.org/h4dPcMj5/black#75,
00TU2,1k1r4/1p3Qp1/p2q3p/3N4/1b6/8/PP3PPP/2R3K1 w - - 4 22,d5b4 d6d1 c1d1 d8d1,508,81,95,1181,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/p32396Rd#42,
00UkB,8/8/n1R4p/P5p1/r4p1k/7P/5PK1/8 b - - 5 50,a4a5 c6h6,962,157,100,13,endgame mate mateIn1 oneMove,https://lichess.org/A2DzkmFy/black#99,
00V0G,8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49,b2d2 g1h1 d2h2 h1h2,1133,77,90,691,endgame mate mateIn2 rookEndgame short,https://lichess.org/UYjzL2st#96,
00VC1,1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44,c6d7 e8e1 f7f1 e1f1,439,117,71,479,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/EjJXrCqs#86,
00VIe,8/8/8/P6p/8/2RnkN2/r7/3K4 w - - 1 60,f3e1 a2d2,1624,84,94,15145,endgame mate mateIn1 oneMove,https://lichess.org/ugqyRWZm#118,
00VSe,6nr/1pN2ppp/p2Qbk2/2B1p3/3nq3/8/PP2BPPP/5K1R w - - 8 19,c5d4 e4b1 e2d1 b1d1,821,100,94,491,mate mateIn2 middlegame short,https://lichess.org/xBVkshTD#36,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
00Vdx,2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13,f6h8 g8g2 g1h1 g2g4,1441,75,91,246,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z9NeMacX#24,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
00ViT,6k1/5pp1/4p2p/1p1bPP2/1P1P1KP1/1r6/3B1R1P/8 w - - 0 37,f5f6 g7g5,1405,111,69,64,endgame mate mateIn1 oneMove,https://lichess.org/GZhSC72T#72,
00WDP,1r2kb1r/p4ppp/Q1n5/2qpP1Bb/8/5N1P/P2N1PP1/R4RK1 b k - 2 16,b8b6 a6c8 c6d8 c8d8,1195,77,89,475,mate mateIn2 middlegame short,https://lichess.org/8oXY3LOe/black#31,Bishops_Opening Bishops_Opening_Ponziani_Gambit
00WqT,r4r2/1ppb1p2/p2p2pk/5P2/4P3/2PBB1R1/PKP2P1q/8 b - - 4 26,h6h5 d3e2 h5h4 e3g5,1606,75,97,14732,mate mateIn2 middlegame short,https://lichess.org/HcfiWViE/black#51,
00Wyh,2r5/8/8/pNp1r2p/3kNppP/1P1P4/2R2K2/8 b - - 2 42,d4d3 c2d2 d3e4 b5d6,1753,77,94,10458,endgame mate mateIn2 sacrifice short,https://lichess.org/2mLJufzX/black#83,
00X1l,5r1k/Q6p/1pb3p1/4q3/4p3/1BP2p1P/PP4P1/5RK1 b - - 0 30,f3g2 f1f8,852,100,83,368,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/IPGWdtue/black#59,
00X2S,2kr4/1p4pp/p1p1b3/Q3Bq2/8/4PB2/1PP2PPP/1K6 b - - 2 24,g7g5 a5c7,1134,244,30,16,endgame mate mateIn1 oneMove,https://lichess.org/4JI17kTq/black#47,
00XNY,2r5/p4p1k/1p1pq3/2p2p2/7R/2Q4P/1P3PP1/6K1 b - - 1 34,h7g8 c3h8,501,94,79,105,endgame mate mateIn1 oneMove,https://lichess.org/eG661aPJ/black#67,
00Xfn,rn4k1/pp1q1r2/2pp2B1/3P4/2PB2b1/8/P2K1PP1/7R b - - 1 21,c6d5 h1h8,1416,89,75,320,mate mateIn1 middlegame oneMove,https://lichess.org/UcRGVasb/black#41,
00Xiu,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1,608,84,79,145,endgame mate mateIn1 oneMove,https://lichess.org/cVckB6RZ#60,
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,694,86,75,60,advancedPawn endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/KLJMqvTZ#72,
00Y1c,5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23,a7d7 c5f2 g1h1 f2g2,839,85,96,427,endgame mate mateIn2 short,https://lichess.org/T4YH4yAb#44,
00YbZ,b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35,b4b6 f4h4 h2g1 e5e1,1433,75,94,5078,endgame mate mateIn2 pin short,https://lichess.org/gzVgXweE#68,
00Ydr,r2qkb1r/p2p2pb/1p1PpN2/2p1Pp2/2P2P1P/4K3/PP2B1P1/3Q3R b kq - 2 21,g7f6 e2h5 h7g6 h5g6,1076,89,80,34,mate mateIn2 middlegame short,https://lichess.org/3hQsr2bX/black#41,
00Yey,r3kb1r/4ppp1/3q2p1/p2p4/Pp1Pn3/6N1/1PP1QPPP/R1B1R1K1 w kq - 4 17,g3e4 d6h2 g1f1 h2h1,955,81,93,128,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/arVbaWDk#32,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
00YqR,5k2/p1p4p/1pPpBp2/2qP3b/8/2PQ4/P6P/7K w - - 0 33,d3h7 h5f3,894,79,100,92,endgame mate mateIn1 oneMove,https://lichess.org/5b6k1W51#64,
00ZEc,1r3bk1/5p2/3P1qRP/r1n1p3/ppB5/P2Q1P2/1PP5/1K6 b - - 0 35,g8h7 g6g7 h7h6 d3h7,1798,74,96,15608,doubleCheck mate mateIn2 middlegame short,https://lichess.org/7IfLNNVB/black#69,
00ZKw,rn1q1r1k/ppp5/1b2ppQ1/6B1/8/2P5/PP4PP/RN3R1K w - - 2 18,f1f6 d8d1 f6f1 f8f1,1017,96,54,35,backRankMate mate mateIn2 middlegame short,https://lichess.org/eyMv5HY5#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit
00ZN7,3q2k1/8/Q2p2p1/3P1p1p/1p2P1nP/1Pp5/2P3P1/5R1K w - - 0 36,e4f5 d8h4 h1g1 h4h2,1009,75,100,385,endgame mate mateIn2 short,https://lichess.org/U0LXbVT4#70,
00ZWD,6k1/4bpp1/1q2p3/p2pP1N1/3P3P/1P1Q2K1/5P2/8 b - - 0 33,b6b4 d3h7 g8f8 h7h8,769,102,94,277,endgame mate mateIn2 short,https://lichess.org/2rMTqooF/black#65,
00Zh6,r1bqkn1r/ppb1n1pp/2p1pB2/4N3/3PN3/3B4/PPPQ1PPP/R3K2R b KQkq - 0 12,g7f6 e4f6,921,77,89,127,mate mateIn1 middlegame oneMove,https://lichess.org/SWXElkIy/black#23,French_Defense French_Defense_Normal_Variation
00Zit,r3kb1r/ppp2pp1/3p4/1P2p3/2P3pn/2N1P2q/PB1P1P1N/R2Q1RK1 w kq - 0 15,d1g4 h4f3 h2f3 h3g4,1142,75,90,525,deflection kingsideAttack mate mateIn2 middlegame short,https://lichess.org/3L9d0QhX#28,Polish_Opening Polish_Opening_Czech_Defense
00Zx9,r1b1k1nr/ppp2ppp/3p2q1/4R1B1/2B2P2/7P/P5P1/1N1Q2K1 b kq - 0 14,d6e5 d1d8,859,77,98,327,mate mateIn1 middlegame oneMove,https://lichess.org/s1lQFfLx/black#27,Scotch_Game Scotch_Game_Haxo_Gambit
00a98,4r1k1/p4p2/1p3q1p/1P6/3b2p1/P3B1P1/Q1P2PKP/4R3 w - - 0 32,e3d4 f6f3 g2f1 f3h1,1649,94,81,19,endgame mate mateIn2 short,https://lichess.org/pgdIGRB3#62,
00aBq,r2r2k1/pp3ppp/1qn2b2/3R4/4QB2/1P3N2/P4PPP/4R1K1 b - - 0 18,d8d5 e4e8 a8e8 e1e8,910,83,88,317,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/0AybhVJm/black#35,Queens_Pawn_Game Queens_Pawn_Game_London_System
00aDl,r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB2B1P/rPP2PP1/qNKR3R w - - 3 22,f3e2 a1b1 c1b1 a2a1,1384,72,95,26371,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/pc79SSEd#42,
00all,6k1/5ppp/4p1b1/1N1pP3/1P1n4/r7/5PPP/2R2BK1 b - - 0 25,d4b5 c1c8,505,104,89,83,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/84IXBueE/black#49,
00asK,2r3k1/R4ppp/8/4P3/4Q3/1qn3B1/5PPP/2R3K1 w - - 0 30,c1c3 b3d1 e4e1 d1e1,1460,87,86,89,endgame mate mateIn2 short,https://lichess.org/hlWKSG6i#58,
00b58,4k2r/1bq2pb1/4p3/1p4p1/2pn4/R4N2/1P2BPPP/3Q1RK1 w k - 2 17,f3d4 c7h2,1054,80,93,85,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DvqCBvCz#32,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights
00bSy,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/2R1q1K1 w - - 7 27,c1e1 e8e1,611,82,100,133,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/s7Pa0Pux#52,
00bZ2,4b1k1/1r2P2p/p1p3pP/6q1/3Q4/PB6/1PP3P1/1K6 b - - 0 36,b7b3 d4g7,1056,77,92,143,endgame mate mateIn1 oneMove,https://lichess.org/PL5NKKII/black#71,
00bou,r1b1k1nr/pppp1ppp/3b4/3N2B1/3p4/8/PP1KBPPP/4R2R b kq - 3 11,f7f6 e2h5 e8f8 e1e8,1420,77,77,145,doubleCheck mate mateIn2 middlegame short,https://lichess.org/MIYxu2Dz/black#21,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
00bpH,8/5p2/pq5p/1p5k/6B1/6P1/P6P/2Q4K b - - 0 36,h5g4 c1f4 g4h5 f4f5,1882,77,61,492,endgame mate mateIn2 queenEndgame short,https://lichess.org/vVLXcQQI/black#71,
00bzC,r1r3k1/2p3p1/p2p3p/Pp1Pp3/4P3/3P1p1q/R1Q2P1N/4R1K1 w - - 0 28,g1h1 h3g2,850,77,82,64,mate mateIn1 middlegame oneMove,https://lichess.org/VwQi9pgI#54,
00c0D,rnb1k2r/ppB2p2/8/3p2p1/3Q2np/2N2NK1/PPP1B1PP/R6R w kq - 0 14,g3h3 g4f2,817,91,76,68,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/JCwpco4I#26,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
00c89,2r2rk1/6pp/p1q5/1pn2p2/1B1pPP2/3Pn1QB/1PP2R1P/6RK b - - 3 24,f8f6 g3g7,400,97,55,315,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qy4azPDa/black#47,
00cZ4,8/2R5/6pk/p3p2p/4Nq2/5n1P/P2R2P1/7K w - - 0 41,d2f2 f4h2,1059,79,87,202,endgame mate mateIn1 oneMove,https://lichess.org/uEKnkWhW#80,
00cxG,2r5/3RQ2p/6pk/8/5q1P/1P6/2K5/8 w - - 16 42,c2b2 f4c1 b2a2 c8c2,2056,92,56,51,endgame mate mateIn2 short,https://lichess.org/qctk0UXT#82,
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1074,80,94,589,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#63,
00d8a,r1b1k2r/1p3p2/p1pqp3/2b2Ppp/4P1n1/2NB3P/PPP3P1/R2QBR1K w kq - 1 15,d1f3 d6h2,1086,79,90,388,master mate mateIn1 middlegame oneMove,https://lichess.org/nWjnzIeC#28,Sicilian_Defense Sicilian_Defense_Kan_Variation
00dOP,r2q1k1r/pbp1bppp/1p2pn2/1B2N3/3P1Q2/8/PPP2PPP/R1B2RK1 b - - 5 12,f6d5 f4f7,475,84,100,376,mate mateIn1 oneMove opening,https://lichess.org/RvqmzkCr/black#23,French_Defense French_Defense_Tarrasch_Variation
00dpQ,6k1/5ppp/8/4rP2/1r4P1/2RK3P/8/7B b - - 0 47,b4b5 c3c8 e5e8 c8e8,400,113,89,517,backRankMate endgame mate mateIn2 short,https://lichess.org/8DGDxXX7/black#93,
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2244,84,95,8190,arabianMate endgame exposedKing fork long mate mateIn3,https://lichess.org/AQkAsoMX#106,
00dzs,3k1b1r/1p1n1ppp/1B6/1p6/8/5K2/PPr2PPP/3RR3 b - - 1 19,d8c8 e1e8,789,102,91,252,mate mateIn1 middlegame oneMove,https://lichess.org/zvBG4Lv4/black#37,
00eAX,6k1/ppprN1pp/8/8/2r5/2P5/P5PP/3R1RK1 b - - 5 26,d7e7 d1d8 e7e8 d8e8,788,75,100,421,endgame mate mateIn2 rookEndgame short,https://lichess.org/MrdsMkpV/black#51,
00eC6,2kr4/1p3p2/1P6/Q1ppP3/3NnPqp/8/P5KP/2R1R3 w - - 1 29,g2h1 e4f2,988,128,83,20,master mate mateIn1 middlegame oneMove,https://lichess.org/Z0Kq2Ar8#56,
00eCY,8/6p1/5p1p/R5kP/2b3P1/1r3PK1/8/8 b - - 4 61,c4d5 a5d5 f6f5 d5f5,601,86,95,392,endgame hangingPiece mate mateIn2 short,https://lichess.org/LXHmo9rD/black#121,
00eNa,rnb1k2r/p1p2ppp/1p3n2/2b1N1B1/3qP3/3P4/PPP3PP/RN1QKB1R w KQkq - 1 8,e5f3 d4f2,1144,76,100,215,mate mateIn1 oneMove opening,https://lichess.org/P6b1EEqI#14,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
00ems,2r1r1k1/1bpn1ppp/p4n2/1p6/1P4q1/P3PN2/1BB1QPPP/3R1RK1 w - - 6 18,f3d4 g4g2,1039,75,100,591,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mQNb8OeH#34,Horwitz_Defense Horwitz_Defense_Other_variations
00euQ,r1b1k1nr/pppp1ppp/5q2/2b1n3/4P3/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 0 6,f3e5 f6f2,1099,80,77,803,mate mateIn1 oneMove opening,https://lichess.org/srPCKrEj#10,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Other_variations
00f1D,r1bq2kr/1p2b1pp/p2pN3/4p3/2B1P3/5Q2/PP3PPP/2RR2K1 b - - 0 17,c8e6 c4e6,813,93,91,214,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/cl0wv5xF/black#33,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
00fDM,3rrbk1/2p3R1/1p2q2Q/3p4/1P6/2B4P/6P1/3R2K1 b - - 0 33,f8g7 h6g7,875,78,97,322,mate mateIn1 middlegame oneMove,https://lichess.org/sx01PyS8/black#65,
00fK0,r2q1r2/pp3pk1/2np1Np1/2pN1b2/2B4Q/3P4/PPP3PP/R5K1 b - - 1 17,f5e6 h4h7,823,103,95,241,mate mateIn1 middlegame oneMove,https://lichess.org/PSCBXZwl/black#33,Sicilian_Defense Sicilian_Defense_Closed
00fXd,8/Q5b1/p2kp3/1p2qpN1/1P6/P7/4nPP1/5K2 b - - 5 46,d6d5 a7c5,1477,75,93,1507,endgame master mate mateIn1 oneMove,https://lichess.org/PkmRzeiI/black#91,
00fZM,5rk1/1q3r1p/3p2RQ/3p4/3B4/2P2P2/P5PP/6K1 b - - 0 30,h7g6 h6h8,861,78,96,2433,endgame mate mateIn1 oneMove,https://lichess.org/F6b275RM/black#59,
00fgg,4r1k1/p4ppp/8/8/8/8/PP1b1PPP/K2R4 w - - 0 21,d1d2 e8e1 d2d1 e1d1,589,93,63,192,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AjVJZKD1#40,
00fwM,Qn1qk2r/p4ppp/2p5/2bn4/4pPb1/2N5/PPPP2PP/R1B1KBNR w KQk - 1 9,h2h3 d8h4 g2g3 h4g3,1271,75,94,3673,mate mateIn2 opening short,https://lichess.org/REHlrlvo#16,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
00g2W,6k1/1q4p1/p2P2B1/8/5Q1P/6P1/P6K/4r3 w - - 5 36,f4f2 b7h1,726,94,47,38,endgame mate mateIn1 oneMove,https://lichess.org/QG0oodxm#70,
00g5t,5rk1/p1p3p1/bp2p2p/5p2/2qPB3/2P5/2Q2PPP/R4RK1 w - - 0 24,a1a4 c4f1,1246,104,76,46,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/aVCFv31r#46,
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1346,89,82,801,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#69,
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,803,76,98,645,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#75,
00ggZ,2r2r1k/1pP3pp/p3b3/P7/1P5Q/4q1P1/6PK/RB6 b - - 4 37,c8c7 h4h7,753,84,86,85,mate mateIn1 middlegame oneMove,https://lichess.org/gCG08rHD/black#73,
00ghH,5r1k/6p1/1Q2pq1p/P4r2/3P4/2P1R3/6PP/4R1K1 w - - 1 39,d4d5 f5f1 e1f1 f6f1,644,80,100,568,endgame mate mateIn2 short,https://lichess.org/ycQ7nVZM#76,
00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1517,76,81,130,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/UAWACryx/black#71,
00hSr,r4rk1/5p2/1q2pnRP/p2p4/1ppP4/2P1P3/PPQN1P2/2K4R b - - 0 21,f7g6 c2g6 g8h8 g6g7,974,83,94,5720,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSHLYhgq/black#41,
00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8,927,90,84,145,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fBWee6U4/black#41,
00ioV,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1846,77,95,14623,endgame mate mateIn2 short,https://lichess.org/IIOYa9Ac/black#61,
00j1r,8/2rkb3/1p6/6P1/5q2/3R4/Q1P1K3/8 b - - 4 37,d7c6 a2d5,1641,76,92,2642,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/2Nj3D5mV/black#73,
00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1543,75,96,5128,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#74,
00jNk,7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29,c7d6 e2f2 g1h2 f2g2,961,91,93,2816,fork mate mateIn2 middlegame short,https://lichess.org/aOJ6ffu5#56,
00jPw,r3r1k1/ppp2p2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R4R1K w - - 1 18,f1f7 h5g3,1136,75,96,1718,mate mateIn1 middlegame oneMove pin,https://lichess.org/rMGqxihy#34,Italian_Game Italian_Game_Classical_Variation
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,863,130,81,48,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#54,
00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8,558,99,89,832,backRankMate endgame mate mateIn2 short,https://lichess.org/X9v1Mn91/black#51,
00kT1,r2q1rk1/pb2bpp1/2p1p3/4P3/2nP3p/P1PQBN1P/2B2PP1/R4RK1 b - - 5 18,c4e3 d3h7,959,77,64,99,mate mateIn1 middlegame oneMove,https://lichess.org/KBx6qbtc/black#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
